data,medicamento_id,consumo_unidades,estoque_disponivel,entradas_unidades,ocupacao_leitos_pct,atendimentos_ps,temperatura_media,chuva_mm,casos_dengue_regiao,feriado
2023-07-03,soro_fisiologico,168.0,1632.4444444444448,0.0,48.6,93,24.4,5.2,13.857142857142858,False
2023-07-04,soro_fisiologico,114.0,1518.4444444444448,0.0,35.8,78,24.8,5.2,13.857142857142858,False
2023-07-05,soro_fisiologico,169.0,1349.4444444444448,0.0,49.7,83,24.6,3.3,13.857142857142858,False
2023-07-06,soro_fisiologico,142.0,1207.4444444444448,0.0,46.3,86,24.2,10.5,13.857142857142858,False
2023-07-07,soro_fisiologico,104.0,1103.4444444444448,0.0,39.4,74,23.9,27.7,13.857142857142858,False
2023-07-08,soro_fisiologico,159.0,944.4444444444448,0.0,62.6,122,24.6,6.4,13.857142857142858,False
2023-07-09,soro_fisiologico,203.0,741.4444444444448,0.0,43.9,85,25.8,4.5,14.142857142857142,False
2023-07-10,soro_fisiologico,104.0,637.4444444444448,0.0,37.6,69,26.0,0.1,14.142857142857142,False
2023-07-11,soro_fisiologico,132.0,505.4444444444448,0.0,30.8,57,24.8,0.3,14.142857142857142,False
2023-07-12,soro_fisiologico,117.0,2754.1587301587306,2365.714285714286,32.7,48,25.2,0.3,14.142857142857142,False
2023-07-13,soro_fisiologico,103.0,2651.1587301587306,0.0,30.1,42,25.0,1.4,14.142857142857142,False
2023-07-14,soro_fisiologico,148.0,2503.1587301587306,0.0,41.9,81,25.4,0.0,14.142857142857142,False
2023-07-15,soro_fisiologico,173.0,2330.1587301587306,0.0,40.1,85,25.9,3.1,14.142857142857142,False
2023-07-16,soro_fisiologico,200.0,2130.1587301587306,0.0,51.1,106,24.4,3.9,9.857142857142858,False
2023-07-17,soro_fisiologico,193.0,1937.1587301587304,0.0,44.4,89,24.6,1.2,9.857142857142858,False
2023-07-18,soro_fisiologico,104.0,1833.1587301587304,0.0,26.0,51,24.9,4.2,9.857142857142858,False
2023-07-19,soro_fisiologico,129.0,1704.1587301587306,0.0,31.4,68,25.0,2.2,9.857142857142858,False
2023-07-20,soro_fisiologico,154.0,1550.1587301587306,0.0,41.0,72,25.7,0.3,9.857142857142858,False
2023-07-21,soro_fisiologico,156.0,1394.1587301587306,0.0,25.5,64,25.0,1.3,9.857142857142858,False
2023-07-22,soro_fisiologico,160.0,1234.1587301587306,0.0,40.9,76,24.1,4.3,9.857142857142858,False
2023-07-23,soro_fisiologico,134.0,1100.1587301587306,0.0,44.2,93,25.0,1.2,10.285714285714286,False
2023-07-24,soro_fisiologico,146.0,954.1587301587306,0.0,53.1,98,24.5,2.7,10.285714285714286,False
2023-07-25,soro_fisiologico,112.0,842.1587301587306,0.0,28.4,48,24.8,1.0,10.285714285714286,False
2023-07-26,soro_fisiologico,134.0,708.1587301587306,0.0,34.4,52,25.1,1.2,10.285714285714286,False
2023-07-27,soro_fisiologico,178.0,530.1587301587306,0.0,38.9,77,24.9,2.6,10.285714285714286,False
2023-07-28,soro_fisiologico,147.0,383.1587301587306,0.0,35.3,61,25.5,4.0,10.285714285714286,False
2023-07-29,soro_fisiologico,133.0,2622.730158730159,2372.5714285714284,48.0,90,25.1,0.3,10.285714285714286,False
2023-07-30,soro_fisiologico,146.0,2476.730158730159,0.0,39.7,80,24.9,1.3,9.714285714285714,False
2023-07-31,soro_fisiologico,155.0,2321.730158730159,0.0,51.1,96,24.8,0.0,9.714285714285714,False
2023-08-01,soro_fisiologico,142.0,2179.730158730159,0.0,39.7,86,24.7,0.7,9.714285714285714,False
2023-08-02,soro_fisiologico,109.0,2070.730158730159,0.0,38.5,68,25.1,1.5,9.714285714285714,False
2023-08-03,soro_fisiologico,157.0,1913.730158730159,0.0,42.1,71,25.1,2.6,9.714285714285714,False
2023-08-04,soro_fisiologico,119.0,1794.730158730159,0.0,26.7,30,24.7,0.0,9.714285714285714,False
2023-08-05,soro_fisiologico,190.0,1604.730158730159,0.0,64.2,123,24.8,0.7,9.714285714285714,True
2023-08-06,soro_fisiologico,154.0,1450.730158730159,0.0,39.2,82,25.3,3.1,10.857142857142858,False
2023-08-07,soro_fisiologico,163.0,1287.730158730159,0.0,33.2,72,25.3,1.6,10.857142857142858,False
2023-08-08,soro_fisiologico,187.0,1100.730158730159,0.0,41.7,92,24.9,4.8,10.857142857142858,False
2023-08-09,soro_fisiologico,122.0,978.730158730159,0.0,47.7,90,25.5,0.3,10.857142857142858,False
2023-08-10,soro_fisiologico,137.0,841.730158730159,0.0,34.4,54,24.4,3.9,10.857142857142858,False
2023-08-11,soro_fisiologico,150.0,691.730158730159,0.0,36.7,65,24.9,0.3,10.857142857142858,False
2023-08-12,soro_fisiologico,182.0,509.730158730159,0.0,47.9,111,24.3,1.1,10.857142857142858,False
2023-08-13,soro_fisiologico,155.0,354.730158730159,0.0,51.9,101,24.1,1.7,8.857142857142858,False
2023-08-14,soro_fisiologico,160.0,194.73015873015905,0.0,36.6,80,24.1,11.1,8.857142857142858,False
2023-08-15,soro_fisiologico,128.0,2397.015873015873,2330.285714285714,45.8,79,25.0,0.4,8.857142857142858,False
2023-08-16,soro_fisiologico,160.0,2237.015873015873,0.0,58.6,96,24.9,2.0,8.857142857142858,False
2023-08-17,soro_fisiologico,117.0,2120.015873015873,0.0,36.0,60,25.2,1.0,8.857142857142858,False
2023-08-18,soro_fisiologico,117.0,2003.0158730158728,0.0,34.4,53,24.7,5.4,8.857142857142858,False
2023-08-19,soro_fisiologico,183.0,1820.0158730158728,0.0,49.7,109,24.3,15.6,8.857142857142858,False
2023-08-20,soro_fisiologico,143.0,1677.0158730158732,0.0,39.9,96,24.4,3.8,9.0,False
2023-08-21,soro_fisiologico,124.0,1553.0158730158732,0.0,45.4,98,25.6,2.3,9.0,False
2023-08-22,soro_fisiologico,127.0,1426.0158730158732,0.0,38.6,84,25.2,2.9,9.0,False
2023-08-23,soro_fisiologico,122.0,1304.0158730158732,0.0,24.2,47,25.4,2.5,9.0,False
2023-08-24,soro_fisiologico,163.0,1141.0158730158732,0.0,46.0,73,25.6,2.3,9.0,False
2023-08-25,soro_fisiologico,158.0,983.0158730158732,0.0,33.5,54,25.8,0.1,9.0,False
2023-08-26,soro_fisiologico,172.0,811.0158730158732,0.0,50.7,102,25.5,0.4,9.0,False
2023-08-27,soro_fisiologico,187.0,624.0158730158732,0.0,38.5,75,25.9,0.4,8.857142857142858,False
2023-08-28,soro_fisiologico,150.0,474.0158730158733,0.0,35.6,65,26.1,1.0,8.857142857142858,False
2023-08-29,soro_fisiologico,121.0,353.01587301587324,0.0,40.5,66,25.7,3.5,8.857142857142858,False
2023-08-30,soro_fisiologico,153.0,2521.1587301587306,2321.1428571428573,43.5,86,25.8,2.1,8.857142857142858,False
2023-08-31,soro_fisiologico,120.0,2401.1587301587306,0.0,37.0,61,25.7,1.5,8.857142857142858,False
2023-09-01,soro_fisiologico,174.0,2227.1587301587306,0.0,27.4,42,26.2,0.0,8.857142857142858,False
2023-09-02,soro_fisiologico,171.0,2056.1587301587306,0.0,55.2,123,25.5,4.0,8.857142857142858,False
2023-09-03,soro_fisiologico,170.0,1886.1587301587304,0.0,36.6,82,25.5,1.4,9.428571428571429,False
2023-09-04,soro_fisiologico,129.0,1757.1587301587306,0.0,28.4,65,25.6,2.0,9.428571428571429,False
2023-09-05,soro_fisiologico,122.0,1635.1587301587306,0.0,36.6,69,25.4,4.1,9.428571428571429,False
2023-09-06,soro_fisiologico,150.0,1485.1587301587306,0.0,38.3,70,25.5,1.7,9.428571428571429,False
2023-09-07,soro_fisiologico,196.0,1289.1587301587306,0.0,45.8,107,24.3,6.2,9.428571428571429,True
2023-09-08,soro_fisiologico,200.0,1089.1587301587306,0.0,39.3,74,24.9,3.3,9.428571428571429,False
2023-09-09,soro_fisiologico,174.0,915.1587301587306,0.0,51.5,108,24.2,4.6,9.428571428571429,False
2023-09-10,soro_fisiologico,94.0,821.1587301587306,0.0,35.4,87,25.0,3.4,10.142857142857142,False
2023-09-11,soro_fisiologico,161.0,660.1587301587306,0.0,42.1,92,25.2,1.0,10.142857142857142,False
2023-09-12,soro_fisiologico,140.0,520.1587301587306,0.0,43.2,80,24.9,6.1,10.142857142857142,False
2023-09-13,soro_fisiologico,148.0,372.1587301587306,0.0,42.0,77,24.8,6.2,10.142857142857142,False
2023-09-14,soro_fisiologico,163.0,2692.587301587302,2483.428571428572,31.3,64,25.6,1.5,10.142857142857142,False
2023-09-15,soro_fisiologico,121.0,2571.587301587302,0.0,35.2,60,25.5,0.1,10.142857142857142,False
2023-09-16,soro_fisiologico,149.0,2422.587301587302,0.0,43.9,75,25.8,0.2,10.142857142857142,False
2023-09-17,soro_fisiologico,147.0,2275.587301587302,0.0,45.0,81,25.2,4.2,10.285714285714286,False
2023-09-18,soro_fisiologico,176.0,2099.587301587302,0.0,32.7,56,25.8,3.1,10.285714285714286,False
2023-09-19,soro_fisiologico,176.0,1923.587301587302,0.0,48.4,105,25.0,11.6,10.285714285714286,False
2023-09-20,soro_fisiologico,144.0,1779.587301587302,0.0,38.0,77,25.7,1.7,10.285714285714286,False
2023-09-21,soro_fisiologico,158.0,1621.587301587302,0.0,37.8,64,25.6,2.1,10.285714285714286,False
2023-09-22,soro_fisiologico,136.0,1485.587301587302,0.0,29.7,44,25.5,2.1,10.285714285714286,False
2023-09-23,soro_fisiologico,126.0,1359.587301587302,0.0,48.6,93,25.3,3.1,10.285714285714286,False
2023-09-24,soro_fisiologico,151.0,1208.587301587302,0.0,64.5,144,25.9,2.7,12.428571428571429,False
2023-09-25,soro_fisiologico,150.0,1058.587301587302,0.0,45.2,81,26.2,0.0,12.428571428571429,False
2023-09-26,soro_fisiologico,122.0,936.587301587302,0.0,30.4,47,26.2,1.1,12.428571428571429,False
2023-09-27,soro_fisiologico,134.0,802.5873015873021,0.0,42.2,73,26.1,0.6,12.428571428571429,False
2023-09-28,soro_fisiologico,172.0,630.5873015873021,0.0,40.5,67,26.0,0.1,12.428571428571429,False
2023-09-29,soro_fisiologico,162.0,468.5873015873021,0.0,36.6,75,26.5,0.3,12.428571428571429,False
2023-09-30,soro_fisiologico,142.0,326.58730158730214,0.0,30.8,70,26.1,1.4,12.428571428571429,False
2023-10-01,soro_fisiologico,153.0,173.58730158730214,0.0,48.7,83,25.9,0.7,11.428571428571429,False
2023-10-02,soro_fisiologico,139.0,2430.0158730158737,2395.428571428572,47.1,93,26.1,0.0,11.428571428571429,False
2023-10-03,soro_fisiologico,126.0,2304.0158730158737,0.0,23.8,49,26.5,0.5,11.428571428571429,False
2023-10-04,soro_fisiologico,92.0,2212.0158730158737,0.0,36.2,73,26.4,1.0,11.428571428571429,False
2023-10-05,soro_fisiologico,127.0,2085.0158730158737,0.0,52.7,103,26.7,0.2,11.428571428571429,False
2023-10-06,soro_fisiologico,114.0,1971.0158730158737,0.0,34.8,64,26.4,2.5,11.428571428571429,False
2023-10-07,soro_fisiologico,160.0,1811.0158730158737,0.0,39.5,80,26.4,1.2,11.428571428571429,False
2023-10-08,soro_fisiologico,152.0,1659.0158730158737,0.0,45.7,76,26.1,2.3,10.857142857142858,False
2023-10-09,soro_fisiologico,184.0,1475.0158730158737,0.0,42.6,95,26.3,1.0,10.857142857142858,False
2023-10-10,soro_fisiologico,127.0,1348.0158730158737,0.0,29.2,54,26.1,1.2,10.857142857142858,False
2023-10-11,soro_fisiologico,110.0,1238.0158730158737,0.0,32.9,53,25.9,1.9,10.857142857142858,False
2023-10-12,soro_fisiologico,154.0,1084.0158730158737,0.0,48.7,96,26.3,1.0,10.857142857142858,True
2023-10-13,soro_fisiologico,194.0,890.0158730158737,0.0,47.7,92,26.8,1.0,10.857142857142858,False
2023-10-14,soro_fisiologico,133.0,757.0158730158737,0.0,49.4,92,26.5,2.3,10.857142857142858,False
2023-10-15,soro_fisiologico,177.0,580.0158730158737,0.0,59.1,128,26.2,0.4,16.0,False
2023-10-16,soro_fisiologico,160.0,420.0158730158737,0.0,38.6,66,25.6,0.4,16.0,False
2023-10-17,soro_fisiologico,145.0,275.0158730158737,0.0,43.6,89,25.6,0.9,16.0,False
2023-10-18,soro_fisiologico,126.0,2389.0158730158737,2240.0,34.4,59,25.8,0.1,16.0,False
2023-10-19,soro_fisiologico,143.0,2246.0158730158737,0.0,31.8,51,26.7,1.7,16.0,False
2023-10-20,soro_fisiologico,138.0,2108.0158730158737,0.0,36.1,62,26.3,1.7,16.0,False
2023-10-21,soro_fisiologico,143.0,1965.0158730158737,0.0,55.5,111,26.2,1.9,16.0,False
2023-10-22,soro_fisiologico,148.0,1817.0158730158737,0.0,46.2,87,26.2,1.5,8.428571428571429,False
2023-10-23,soro_fisiologico,135.0,1682.0158730158737,0.0,37.2,67,26.3,0.8,8.428571428571429,False
2023-10-24,soro_fisiologico,141.0,1541.0158730158737,0.0,30.2,57,26.1,0.6,8.428571428571429,False
2023-10-25,soro_fisiologico,137.0,1404.0158730158737,0.0,33.0,55,26.2,0.6,8.428571428571429,False
2023-10-26,soro_fisiologico,133.0,1271.0158730158737,0.0,37.2,68,26.9,0.9,8.428571428571429,False
2023-10-27,soro_fisiologico,144.0,1127.0158730158737,0.0,36.7,64,27.0,0.5,8.428571428571429,False
2023-10-28,soro_fisiologico,160.0,967.0158730158736,0.0,51.1,82,27.0,1.0,8.428571428571429,False
2023-10-29,soro_fisiologico,125.0,842.0158730158737,0.0,35.2,68,26.4,2.2,11.142857142857142,False
2023-10-30,soro_fisiologico,140.0,702.0158730158737,0.0,42.9,79,26.7,0.2,11.142857142857142,False
2023-10-31,soro_fisiologico,154.0,548.0158730158737,0.0,39.1,61,26.7,1.1,11.142857142857142,False
2023-11-01,soro_fisiologico,115.0,2779.301587301588,2346.285714285714,32.1,52,27.2,0.1,11.142857142857142,False
2023-11-02,soro_fisiologico,105.0,2674.301587301588,0.0,54.7,91,27.1,1.4,11.142857142857142,True
2023-11-03,soro_fisiologico,129.0,2545.301587301588,0.0,32.3,58,27.1,1.4,11.142857142857142,False
2023-11-04,soro_fisiologico,130.0,2415.301587301588,0.0,40.0,72,27.3,1.2,11.142857142857142,False
2023-11-05,soro_fisiologico,150.0,2265.301587301588,0.0,35.9,73,27.1,0.9,11.857142857142858,False
2023-11-06,soro_fisiologico,133.0,2132.301587301588,0.0,41.5,84,27.1,1.3,11.857142857142858,False
2023-11-07,soro_fisiologico,127.0,2005.301587301588,0.0,36.2,62,26.9,0.7,11.857142857142858,False
2023-11-08,soro_fisiologico,176.0,1829.301587301588,0.0,54.0,106,27.2,0.9,11.857142857142858,False
2023-11-09,soro_fisiologico,112.0,1717.301587301588,0.0,41.8,77,27.1,0.8,11.857142857142858,False
2023-11-10,soro_fisiologico,122.0,1595.301587301588,0.0,49.0,87,27.0,0.9,11.857142857142858,False
2023-11-11,soro_fisiologico,139.0,1456.301587301588,0.0,40.4,78,26.9,0.4,11.857142857142858,False
2023-11-12,soro_fisiologico,127.0,1329.301587301588,0.0,45.8,96,26.8,0.5,10.142857142857142,False
2023-11-13,soro_fisiologico,129.0,1200.301587301588,0.0,50.9,76,26.8,0.3,10.142857142857142,False
2023-11-14,soro_fisiologico,137.0,1063.301587301588,0.0,42.4,78,27.3,0.3,10.142857142857142,False
2023-11-15,soro_fisiologico,172.0,891.3015873015879,0.0,39.3,82,27.5,0.4,10.142857142857142,True
2023-11-16,soro_fisiologico,174.0,717.3015873015879,0.0,32.4,62,27.2,1.8,10.142857142857142,False
2023-11-17,soro_fisiologico,111.0,606.3015873015879,0.0,27.6,51,27.3,0.1,10.142857142857142,False
2023-11-18,soro_fisiologico,173.0,433.3015873015879,0.0,49.5,92,27.3,0.8,10.142857142857142,False
2023-11-19,soro_fisiologico,113.0,320.3015873015879,0.0,44.3,92,27.5,2.3,12.0,False
2023-11-20,soro_fisiologico,171.0,2241.8730158730164,2092.5714285714284,35.7,62,27.2,0.9,12.0,False
2023-11-21,soro_fisiologico,104.0,2137.8730158730164,0.0,34.3,60,27.2,1.1,12.0,False
2023-11-22,soro_fisiologico,129.0,2008.8730158730164,0.0,43.4,77,27.3,0.3,12.0,False
2023-11-23,soro_fisiologico,170.0,1838.8730158730164,0.0,34.3,69,27.8,0.0,12.0,False
2023-11-24,soro_fisiologico,154.0,1684.8730158730164,0.0,33.0,68,27.7,0.0,12.0,False
2023-11-25,soro_fisiologico,158.0,1526.8730158730164,0.0,43.1,82,27.3,0.0,12.0,False
2023-11-26,soro_fisiologico,197.0,1329.8730158730164,0.0,43.6,79,27.7,0.0,12.714285714285714,False
2023-11-27,soro_fisiologico,160.0,1169.8730158730164,0.0,46.7,91,25.1,21.4,12.714285714285714,False
2023-11-28,soro_fisiologico,198.0,971.8730158730164,0.0,30.2,57,26.0,8.4,12.714285714285714,False
2023-11-29,soro_fisiologico,112.0,859.8730158730164,0.0,32.0,45,26.8,0.2,12.714285714285714,False
2023-11-30,soro_fisiologico,156.0,703.8730158730164,0.0,32.3,62,26.8,0.6,12.714285714285714,False
2023-12-01,soro_fisiologico,140.0,563.8730158730164,0.0,34.5,66,27.2,0.0,12.714285714285714,False
2023-12-02,soro_fisiologico,173.0,390.8730158730164,0.0,49.0,112,27.2,0.2,12.714285714285714,False
2023-12-03,soro_fisiologico,166.0,2615.730158730159,2390.8571428571427,47.8,83,27.2,1.9,12.714285714285714,False
2023-12-04,soro_fisiologico,130.0,2485.730158730159,0.0,38.1,63,27.2,2.2,12.714285714285714,False
2023-12-05,soro_fisiologico,153.0,2332.730158730159,0.0,41.8,74,27.1,3.0,12.714285714285714,False
2023-12-06,soro_fisiologico,159.0,2173.730158730159,0.0,50.4,91,26.8,1.5,12.714285714285714,False
2023-12-07,soro_fisiologico,155.0,2018.730158730159,0.0,45.1,58,27.3,1.4,12.714285714285714,False
2023-12-08,soro_fisiologico,141.0,1877.730158730159,0.0,27.7,60,27.4,1.0,12.714285714285714,False
2023-12-09,soro_fisiologico,183.0,1694.730158730159,0.0,50.1,113,27.6,0.8,12.714285714285714,False
2023-12-10,soro_fisiologico,146.0,1548.730158730159,0.0,42.6,90,27.5,0.9,8.285714285714286,False
2023-12-11,soro_fisiologico,128.0,1420.730158730159,0.0,37.8,79,27.1,1.2,8.285714285714286,False
2023-12-12,soro_fisiologico,169.0,1251.730158730159,0.0,28.8,56,27.8,0.1,8.285714285714286,False
2023-12-13,soro_fisiologico,127.0,1124.730158730159,0.0,35.4,66,27.5,0.1,8.285714285714286,False
2023-12-14,soro_fisiologico,124.0,1000.730158730159,0.0,26.2,50,27.1,2.2,8.285714285714286,False
2023-12-15,soro_fisiologico,136.0,864.730158730159,0.0,39.0,69,26.5,6.9,8.285714285714286,False
2023-12-16,soro_fisiologico,153.0,711.730158730159,0.0,37.2,67,27.0,0.2,8.285714285714286,False
2023-12-17,soro_fisiologico,132.0,579.730158730159,0.0,37.1,62,27.3,0.6,7.0,False
2023-12-18,soro_fisiologico,136.0,2856.3015873015875,2412.5714285714284,29.9,41,27.3,1.2,7.0,False
2023-12-19,soro_fisiologico,110.0,2746.3015873015875,0.0,41.5,73,26.7,6.7,7.0,False
2023-12-20,soro_fisiologico,157.0,2589.3015873015875,0.0,35.1,66,26.6,7.3,7.0,False
2023-12-21,soro_fisiologico,125.0,2464.3015873015875,0.0,41.6,56,27.0,8.9,7.0,False
2023-12-22,soro_fisiologico,110.0,2354.3015873015875,0.0,35.1,59,27.4,0.8,7.0,False
2023-12-23,soro_fisiologico,188.0,2166.3015873015875,0.0,42.1,103,26.6,1.4,7.0,False
2023-12-24,soro_fisiologico,146.0,2020.3015873015877,0.0,26.0,47,27.0,0.6,8.142857142857142,False
2023-12-25,soro_fisiologico,154.0,1866.3015873015877,0.0,42.6,103,27.6,1.5,8.142857142857142,True
2023-12-26,soro_fisiologico,163.0,1703.3015873015877,0.0,35.6,63,27.3,3.1,8.142857142857142,False
2023-12-27,soro_fisiologico,111.0,1592.3015873015877,0.0,36.5,67,27.7,0.8,8.142857142857142,False
2023-12-28,soro_fisiologico,104.0,1488.3015873015877,0.0,26.0,41,27.4,0.5,8.142857142857142,False
2023-12-29,soro_fisiologico,140.0,1348.3015873015877,0.0,41.9,58,27.5,0.1,8.142857142857142,False
2023-12-30,soro_fisiologico,134.0,1214.3015873015877,0.0,37.1,61,27.8,0.0,8.142857142857142,False
2023-12-31,soro_fisiologico,167.0,1047.3015873015877,0.0,41.3,71,28.0,1.3,12.857142857142858,False
2024-01-01,soro_fisiologico,150.0,897.3015873015875,0.0,57.1,135,26.5,5.1,12.857142857142858,True
2024-01-02,soro_fisiologico,132.0,765.3015873015875,0.0,35.1,73,26.5,1.0,12.857142857142858,False
2024-01-03,soro_fisiologico,152.0,613.3015873015875,0.0,37.5,68,27.5,1.1,12.857142857142858,False
2024-01-04,soro_fisiologico,144.0,469.30158730158746,0.0,31.0,48,27.8,1.6,12.857142857142858,False
2024-01-05,soro_fisiologico,136.0,333.30158730158746,0.0,24.0,51,28.0,0.6,12.857142857142858,False
2024-01-06,soro_fisiologico,152.0,2364.15873015873,2182.8571428571427,38.7,74,28.0,0.9,12.857142857142858,False
2024-01-07,soro_fisiologico,154.0,2210.15873015873,0.0,45.1,90,28.1,0.0,20.428571428571427,False
2024-01-08,soro_fisiologico,168.0,2042.15873015873,0.0,43.8,89,27.8,1.4,20.428571428571427,False
2024-01-09,soro_fisiologico,147.0,1895.15873015873,0.0,31.3,60,28.3,0.4,20.428571428571427,False
2024-01-10,soro_fisiologico,123.0,1772.15873015873,0.0,28.2,48,28.0,2.0,20.428571428571427,False
2024-01-11,soro_fisiologico,166.0,1606.15873015873,0.0,40.8,80,25.8,10.2,20.428571428571427,False
2024-01-12,soro_fisiologico,178.0,1428.15873015873,0.0,43.6,85,26.1,1.0,20.428571428571427,False
2024-01-13,soro_fisiologico,176.0,1252.15873015873,0.0,45.7,85,26.8,3.6,20.428571428571427,False
2024-01-14,soro_fisiologico,194.0,1058.15873015873,0.0,44.1,75,27.4,2.9,15.714285714285714,False
2024-01-15,soro_fisiologico,183.0,875.1587301587301,0.0,43.5,89,28.0,0.0,15.714285714285714,False
2024-01-16,soro_fisiologico,149.0,726.1587301587301,0.0,35.9,69,27.8,0.4,15.714285714285714,False
2024-01-17,soro_fisiologico,161.0,565.1587301587301,0.0,42.2,77,28.3,0.0,15.714285714285714,False
2024-01-18,soro_fisiologico,161.0,404.1587301587301,0.0,38.7,65,27.2,1.6,15.714285714285714,False
2024-01-19,soro_fisiologico,173.0,2682.5873015873017,2451.428571428572,38.4,76,27.1,2.1,15.714285714285714,False
2024-01-20,soro_fisiologico,126.0,2556.5873015873017,0.0,43.6,77,28.4,0.2,15.714285714285714,False
2024-01-21,soro_fisiologico,174.0,2382.5873015873017,0.0,46.1,82,28.5,0.7,16.285714285714285,False
2024-01-22,soro_fisiologico,126.0,2256.5873015873017,0.0,42.8,69,28.7,1.0,16.285714285714285,False
2024-01-23,soro_fisiologico,118.0,2138.5873015873017,0.0,37.4,48,28.5,1.4,16.285714285714285,False
2024-01-24,soro_fisiologico,108.0,2030.5873015873017,0.0,38.4,81,28.2,1.0,16.285714285714285,False
2024-01-25,soro_fisiologico,159.0,1871.5873015873017,0.0,46.1,93,27.6,3.2,16.285714285714285,False
2024-01-26,soro_fisiologico,138.0,1733.5873015873017,0.0,41.6,80,28.5,2.0,16.285714285714285,False
2024-01-27,soro_fisiologico,164.0,1569.5873015873017,0.0,39.4,75,28.3,2.3,16.285714285714285,False
2024-01-28,soro_fisiologico,156.0,1413.5873015873017,0.0,52.2,118,28.8,0.3,26.714285714285715,False
2024-01-29,soro_fisiologico,149.0,1264.5873015873017,0.0,33.5,74,28.1,1.7,26.714285714285715,False
2024-01-30,soro_fisiologico,155.0,1109.5873015873017,0.0,39.8,74,28.4,0.2,26.714285714285715,False
2024-01-31,soro_fisiologico,127.0,982.5873015873016,0.0,40.9,87,28.0,0.0,26.714285714285715,False
2024-02-01,soro_fisiologico,190.0,792.5873015873017,0.0,47.8,97,28.4,1.3,26.714285714285715,False
2024-02-02,soro_fisiologico,150.0,642.5873015873017,0.0,35.5,72,28.8,0.7,26.714285714285715,False
2024-02-03,soro_fisiologico,181.0,461.5873015873017,0.0,40.3,89,29.0,0.8,26.714285714285715,False
2024-02-04,soro_fisiologico,148.0,313.5873015873017,0.0,46.3,91,29.3,0.2,27.0,False
2024-02-05,soro_fisiologico,165.0,148.58730158730168,0.0,37.2,66,28.6,1.9,27.0,False
2024-02-06,soro_fisiologico,153.0,2352.15873015873,2356.5714285714284,50.1,98,28.2,1.9,27.0,False
2024-02-07,soro_fisiologico,174.0,2178.15873015873,0.0,49.2,77,28.8,0.5,27.0,False
2024-02-08,soro_fisiologico,169.0,2009.15873015873,0.0,33.9,55,28.9,0.8,27.0,False
2024-02-09,soro_fisiologico,116.0,1893.15873015873,0.0,47.7,92,27.8,3.5,27.0,False
2024-02-10,soro_fisiologico,141.0,1752.15873015873,0.0,46.7,107,29.0,1.3,27.0,False
2024-02-11,soro_fisiologico,240.0,1512.15873015873,0.0,64.0,159,26.8,6.4,53.0,False
2024-02-12,soro_fisiologico,208.0,1304.15873015873,0.0,58.4,110,27.7,4.4,53.0,False
2024-02-13,soro_fisiologico,193.0,1111.15873015873,0.0,52.5,122,27.4,4.5,53.0,False
2024-02-14,soro_fisiologico,172.0,939.15873015873,0.0,39.1,85,27.5,0.7,53.0,False
2024-02-15,soro_fisiologico,208.0,731.1587301587301,0.0,48.7,101,26.9,13.7,53.0,False
2024-02-16,soro_fisiologico,193.0,538.1587301587301,0.0,56.6,124,26.4,24.2,53.0,False
2024-02-17,soro_fisiologico,173.0,365.1587301587301,0.0,55.8,131,27.1,7.5,53.0,False
2024-02-18,soro_fisiologico,234.0,131.15873015873012,0.0,77.8,187,27.2,3.6,88.14285714285714,False
2024-02-19,soro_fisiologico,186.0,2593.15873015873,2648.0,66.0,136,27.8,1.9,88.14285714285714,False
2024-02-20,soro_fisiologico,215.0,2378.15873015873,0.0,60.4,143,27.7,4.2,88.14285714285714,False
2024-02-21,soro_fisiologico,191.0,2187.15873015873,0.0,54.9,134,26.5,3.0,88.14285714285714,False
2024-02-22,soro_fisiologico,230.0,1957.15873015873,0.0,68.7,147,27.0,4.2,88.14285714285714,False
2024-02-23,soro_fisiologico,208.0,1749.15873015873,0.0,62.7,135,26.9,6.3,88.14285714285714,False
2024-02-24,soro_fisiologico,233.0,1516.15873015873,0.0,73.7,179,27.8,0.3,88.14285714285714,False
2024-02-25,soro_fisiologico,238.0,1278.15873015873,0.0,65.6,167,26.6,19.8,125.14285714285714,False
2024-02-26,soro_fisiologico,205.0,1073.15873015873,0.0,68.3,165,26.8,9.1,125.14285714285714,False
2024-02-27,soro_fisiologico,182.0,891.1587301587301,0.0,57.1,125,25.8,9.5,125.14285714285714,False
2024-02-28,soro_fisiologico,167.0,724.1587301587301,0.0,60.9,122,25.9,18.6,125.14285714285714,False
2024-02-29,soro_fisiologico,237.0,3678.015873015873,3190.8571428571427,58.7,141,26.8,0.6,125.14285714285714,False
2024-03-01,soro_fisiologico,196.0,3482.015873015873,0.0,59.0,131,27.5,0.5,125.14285714285714,False
2024-03-02,soro_fisiologico,205.0,3277.015873015873,0.0,65.6,141,28.3,0.5,125.14285714285714,False
2024-03-03,soro_fisiologico,253.0,3024.015873015873,0.0,59.3,158,27.9,0.8,128.85714285714286,False
2024-03-04,soro_fisiologico,212.0,2812.015873015873,0.0,63.5,131,28.1,0.3,128.85714285714286,False
2024-03-05,soro_fisiologico,216.0,2596.015873015873,0.0,42.4,96,26.9,6.9,128.85714285714286,False
2024-03-06,soro_fisiologico,230.0,2366.015873015873,0.0,63.2,138,27.3,6.9,128.85714285714286,False
