data,medicamento_id,consumo_unidades,dispensacao_unidades,demanda_nao_atendida,estoque_disponivel,entradas_unidades,ocupacao_leitos_pct,atendimentos_ps
2025-10-06,paracetamol,218.0,218.0,0.0,1043.8571428571413,0.0,42.9,85
2025-10-07,paracetamol,208.0,208.0,0.0,835.8571428571413,0.0,45.1,84
2025-10-08,paracetamol,204.0,204.0,0.0,4877.92857142857,4246.071428571428,41.8,78
2025-10-09,paracetamol,194.0,194.0,0.0,4683.92857142857,0.0,43.5,72
2025-10-10,paracetamol,194.0,194.0,0.0,4489.92857142857,0.0,36.6,65
2025-10-11,paracetamol,243.0,243.0,0.0,4246.92857142857,0.0,47.5,99
2025-10-12,paracetamol,283.0,283.0,0.0,3963.9285714285697,0.0,64.8,134
2025-10-13,paracetamol,140.0,140.0,0.0,3823.9285714285697,0.0,37.2,61
2025-10-14,paracetamol,177.0,177.0,0.0,3646.9285714285697,0.0,37.1,59
2025-10-15,paracetamol,213.0,213.0,0.0,3433.9285714285697,0.0,35.7,71
2025-10-16,paracetamol,146.0,146.0,0.0,3287.9285714285697,0.0,29.6,58
2025-10-17,paracetamol,201.0,201.0,0.0,3086.9285714285697,0.0,39.6,81
2025-10-18,paracetamol,231.0,231.0,0.0,2855.9285714285697,0.0,43.9,94
2025-10-19,paracetamol,190.0,190.0,0.0,2665.9285714285697,0.0,43.6,77
2025-10-20,paracetamol,218.0,218.0,0.0,2447.9285714285697,0.0,43.7,75
2025-10-21,paracetamol,228.0,228.0,0.0,2219.9285714285697,0.0,41.6,82
2025-10-22,paracetamol,231.0,231.0,0.0,1988.9285714285697,0.0,52.9,96
2025-10-23,paracetamol,309.0,309.0,0.0,1679.9285714285697,0.0,60.7,119
2025-10-24,paracetamol,273.0,273.0,0.0,1406.9285714285697,0.0,47.8,95
2025-10-25,paracetamol,214.0,214.0,0.0,1192.9285714285697,0.0,40.7,87
2025-10-26,paracetamol,178.0,178.0,0.0,1014.9285714285697,0.0,44.3,70
2025-10-27,paracetamol,216.0,216.0,0.0,798.9285714285697,0.0,42.0,82
2025-10-28,paracetamol,212.0,212.0,0.0,586.9285714285697,0.0,38.2,69
2025-10-29,paracetamol,176.0,176.0,0.0,410.92857142856974,0.0,33.2,60
2025-10-30,paracetamol,196.0,196.0,0.0,3433.4999999999986,3218.571428571429,37.6,79
2025-10-31,paracetamol,166.0,166.0,0.0,3267.4999999999986,0.0,26.9,55
2025-11-01,paracetamol,221.0,221.0,0.0,3046.4999999999986,0.0,45.8,85
2025-11-02,paracetamol,235.0,235.0,0.0,2811.4999999999986,0.0,45.7,101
2025-11-03,paracetamol,196.0,196.0,0.0,2615.4999999999986,0.0,50.3,70
2025-11-04,paracetamol,183.0,183.0,0.0,2432.4999999999986,0.0,34.0,71
2025-11-05,paracetamol,205.0,205.0,0.0,2227.4999999999986,0.0,32.0,67
2025-11-06,paracetamol,209.0,209.0,0.0,2018.4999999999986,0.0,39.4,68
2025-11-07,paracetamol,199.0,199.0,0.0,1819.4999999999986,0.0,46.2,76
2025-11-08,paracetamol,218.0,218.0,0.0,1601.4999999999986,0.0,45.3,90
2025-11-09,paracetamol,214.0,214.0,0.0,1387.4999999999986,0.0,46.6,88
2025-11-10,paracetamol,223.0,223.0,0.0,1164.4999999999986,0.0,34.5,81
2025-11-11,paracetamol,242.0,242.0,0.0,922.4999999999986,0.0,44.1,95
2025-11-12,paracetamol,336.0,336.0,0.0,586.4999999999986,0.0,48.1,111
2025-11-13,paracetamol,271.0,271.0,0.0,315.49999999999864,0.0,46.6,116
2025-11-14,paracetamol,389.0,315.49999999999864,73.50000000000136,0.0,0.0,71.7,165
2025-11-15,paracetamol,554.0,554.0,0.0,2456.714285714286,3010.714285714286,81.6,220
2025-11-16,paracetamol,363.0,363.0,0.0,2093.714285714286,0.0,55.5,135
2025-11-17,paracetamol,376.0,376.0,0.0,1717.7142857142858,0.0,55.8,127
2025-11-18,paracetamol,302.0,302.0,0.0,1415.7142857142858,0.0,41.4,89
2025-11-19,paracetamol,298.0,298.0,0.0,1117.7142857142858,0.0,48.0,94
2025-11-20,paracetamol,338.0,338.0,0.0,779.7142857142858,0.0,55.7,117
2025-11-21,paracetamol,234.0,234.0,0.0,545.7142857142858,0.0,50.7,96
2025-11-22,paracetamol,274.0,274.0,0.0,271.7142857142858,0.0,57.1,116
2025-11-23,paracetamol,226.0,226.0,0.0,4119.285714285714,4073.5714285714284,46.4,81
2025-11-24,paracetamol,217.0,217.0,0.0,3902.2857142857138,0.0,42.2,82
2025-11-25,paracetamol,189.0,189.0,0.0,3713.2857142857138,0.0,39.6,71
2025-11-26,paracetamol,176.0,176.0,0.0,3537.2857142857138,0.0,36.9,61
2025-11-27,paracetamol,210.0,210.0,0.0,3327.2857142857138,0.0,37.9,68
2025-11-28,paracetamol,211.0,211.0,0.0,3116.2857142857138,0.0,37.8,74
2025-11-29,paracetamol,230.0,230.0,0.0,2886.2857142857138,0.0,38.8,76
2025-11-30,paracetamol,262.0,262.0,0.0,2624.2857142857138,0.0,46.0,102
2025-12-01,paracetamol,195.0,195.0,0.0,2429.2857142857138,0.0,42.9,79
2025-12-02,paracetamol,174.0,174.0,0.0,2255.2857142857138,0.0,34.9,62
2025-12-03,paracetamol,164.0,164.0,0.0,2091.2857142857138,0.0,35.4,70
2025-12-04,paracetamol,166.0,166.0,0.0,1925.2857142857138,0.0,35.0,69
2025-12-05,paracetamol,194.0,194.0,0.0,1731.2857142857138,0.0,33.9,72
2025-12-06,paracetamol,206.0,206.0,0.0,1525.2857142857138,0.0,50.0,93
2025-12-07,paracetamol,220.0,220.0,0.0,1305.2857142857138,0.0,45.0,89
2025-12-08,paracetamol,132.0,132.0,0.0,1173.2857142857138,0.0,26.5,47
2025-12-09,paracetamol,173.0,173.0,0.0,1000.2857142857138,0.0,40.6,68
2025-12-10,paracetamol,233.0,233.0,0.0,767.2857142857138,0.0,42.1,88
2025-12-11,paracetamol,160.0,160.0,0.0,607.2857142857138,0.0,29.3,61
2025-12-12,paracetamol,195.0,195.0,0.0,3433.714285714285,3021.428571428571,42.8,72
2025-12-13,paracetamol,174.0,174.0,0.0,3259.714285714285,0.0,39.0,79
2025-12-14,paracetamol,238.0,238.0,0.0,3021.714285714285,0.0,45.5,96
2025-12-15,paracetamol,201.0,201.0,0.0,2820.714285714285,0.0,43.4,85
2025-12-16,paracetamol,208.0,208.0,0.0,2612.714285714285,0.0,46.1,80
2025-12-17,paracetamol,261.0,261.0,0.0,2351.714285714285,0.0,46.5,94
2025-12-18,paracetamol,207.0,207.0,0.0,2144.714285714285,0.0,40.9,92
2025-12-19,paracetamol,212.0,212.0,0.0,1932.7142857142849,0.0,40.9,72
2025-12-20,paracetamol,199.0,199.0,0.0,1733.7142857142849,0.0,39.6,80
2025-12-21,paracetamol,187.0,187.0,0.0,1546.7142857142849,0.0,50.8,85
2025-12-22,paracetamol,228.0,228.0,0.0,1318.7142857142849,0.0,47.1,96
2025-12-23,paracetamol,195.0,195.0,0.0,1123.7142857142849,0.0,34.3,85
2025-12-24,paracetamol,159.0,159.0,0.0,964.7142857142849,0.0,38.4,67
2025-12-25,paracetamol,242.0,242.0,0.0,722.7142857142849,0.0,56.0,99
2025-12-26,paracetamol,189.0,189.0,0.0,533.7142857142849,0.0,41.9,63
2025-12-27,paracetamol,257.0,257.0,0.0,276.71428571428487,0.0,53.1,92
2025-12-28,paracetamol,210.0,210.0,0.0,3045.2857142857138,2978.571428571429,37.5,80
2025-12-29,paracetamol,244.0,244.0,0.0,2801.2857142857138,0.0,48.3,89
2025-12-30,paracetamol,202.0,202.0,0.0,2599.2857142857138,0.0,34.1,67
2025-12-31,paracetamol,203.0,203.0,0.0,2396.2857142857138,0.0,42.4,80
2022-01-01,dipirona,266.0,266.0,0.0,3724.0,0.0,41.1,87
2022-01-02,dipirona,253.0,253.0,0.0,3471.0,0.0,29.7,56
2022-01-03,dipirona,285.0,285.0,0.0,3186.0,0.0,50.0,99
2022-01-04,dipirona,249.0,249.0,0.0,2937.0,0.0,47.6,86
2022-01-05,dipirona,222.0,222.0,0.0,2715.0,0.0,35.4,62
2022-01-06,dipirona,249.0,249.0,0.0,2466.0,0.0,23.4,43
2022-01-07,dipirona,209.0,209.0,0.0,2257.0,0.0,26.6,53
2022-01-08,dipirona,215.0,215.0,0.0,2042.0,0.0,29.9,63
2022-01-09,dipirona,206.0,206.0,0.0,1836.0,0.0,28.5,63
2022-01-10,dipirona,262.0,262.0,0.0,1574.0,0.0,33.9,57
2022-01-11,dipirona,222.0,222.0,0.0,1352.0,0.0,43.2,72
2022-01-12,dipirona,210.0,210.0,0.0,1142.0,0.0,35.5,63
2022-01-13,dipirona,191.0,191.0,0.0,951.0,0.0,24.1,56
2022-01-14,dipirona,188.0,188.0,0.0,763.0,0.0,35.5,65
2022-01-15,dipirona,209.0,209.0,0.0,554.0,0.0,36.7,68
2022-01-16,dipirona,223.0,223.0,0.0,3921.0,3590.0,41.9,57
2022-01-17,dipirona,194.0,194.0,0.0,3727.0,0.0,29.1,61
2022-01-18,dipirona,224.0,224.0,0.0,3503.0,0.0,28.8,48
2022-01-19,dipirona,197.0,197.0,0.0,3306.0,0.0,42.4,63
2022-01-20,dipirona,213.0,213.0,0.0,3093.0,0.0,36.3,60
2022-01-21,dipirona,257.0,257.0,0.0,2836.0,0.0,37.1,61
2022-01-22,dipirona,288.0,288.0,0.0,2548.0,0.0,39.9,74
2022-01-23,dipirona,264.0,264.0,0.0,2284.0,0.0,47.1,92
2022-01-24,dipirona,306.0,306.0,0.0,1978.0,0.0,46.0,84
2022-01-25,dipirona,153.0,153.0,0.0,1825.0,0.0,23.9,39
2022-01-26,dipirona,209.0,209.0,0.0,1616.0,0.0,34.2,49
2022-01-27,dipirona,213.0,213.0,0.0,1403.0,0.0,31.1,66
2022-01-28,dipirona,200.0,200.0,0.0,1203.0,0.0,36.5,62
2022-01-29,dipirona,255.0,255.0,0.0,948.0,0.0,49.2,100
2022-01-30,dipirona,176.0,176.0,0.0,772.0,0.0,38.4,78
2022-01-31,dipirona,230.0,230.0,0.0,3880.5714285714294,3338.571428571429,42.8,84
2022-02-01,dipirona,197.0,197.0,0.0,3683.5714285714294,0.0,32.0,60
2022-02-02,dipirona,162.0,162.0,0.0,3521.5714285714294,0.0,28.5,55
2022-02-03,dipirona,257.0,257.0,0.0,3264.5714285714294,0.0,33.1,60
2022-02-04,dipirona,173.0,173.0,0.0,3091.5714285714294,0.0,28.4,55
2022-02-05,dipirona,179.0,179.0,0.0,2912.5714285714294,0.0,44.2,84
2022-02-06,dipirona,186.0,186.0,0.0,2726.5714285714294,0.0,34.8,74
2022-02-07,dipirona,226.0,226.0,0.0,2500.5714285714294,0.0,38.4,63
2022-02-08,dipirona,227.0,227.0,0.0,2273.5714285714294,0.0,29.8,60
2022-02-09,dipirona,236.0,236.0,0.0,2037.5714285714294,0.0,36.1,71
2022-02-10,dipirona,209.0,209.0,0.0,1828.5714285714294,0.0,33.8,65
2022-02-11,dipirona,190.0,190.0,0.0,1638.5714285714294,0.0,37.7,54
2022-02-12,dipirona,254.0,254.0,0.0,1384.5714285714294,0.0,35.2,58
2022-02-13,dipirona,203.0,203.0,0.0,1181.5714285714294,0.0,35.4,65
2022-02-14,dipirona,187.0,187.0,0.0,994.5714285714294,0.0,36.2,59
2022-02-15,dipirona,264.0,264.0,0.0,730.5714285714294,0.0,25.8,59
2022-02-16,dipirona,220.0,220.0,0.0,3620.9285714285725,3110.357142857143,39.3,74
2022-02-17,dipirona,204.0,204.0,0.0,3416.9285714285725,0.0,45.0,67
2022-02-18,dipirona,237.0,237.0,0.0,3179.9285714285725,0.0,43.5,84
2022-02-19,dipirona,221.0,221.0,0.0,2958.9285714285725,0.0,45.7,91
2022-02-20,dipirona,211.0,211.0,0.0,2747.9285714285725,0.0,39.9,69
2022-02-21,dipirona,266.0,266.0,0.0,2481.9285714285725,0.0,43.4,75
2022-02-22,dipirona,214.0,214.0,0.0,2267.9285714285725,0.0,24.4,54
2022-02-23,dipirona,241.0,241.0,0.0,2026.9285714285725,0.0,30.3,67
2022-02-24,dipirona,209.0,209.0,0.0,1817.9285714285725,0.0,34.3,57
2022-02-25,dipirona,201.0,201.0,0.0,1616.9285714285725,0.0,32.4,62
2022-02-26,dipirona,281.0,281.0,0.0,1335.9285714285725,0.0,44.3,73
2022-02-27,dipirona,220.0,220.0,0.0,1115.9285714285725,0.0,38.2,74
2022-02-28,dipirona,231.0,231.0,0.0,884.9285714285725,0.0,28.5,65
2022-03-01,dipirona,233.0,233.0,0.0,651.9285714285725,0.0,33.3,71
2022-03-02,dipirona,260.0,260.0,0.0,3747.6428571428582,3355.714285714286,20.0,50
2022-03-03,dipirona,196.0,196.0,0.0,3551.6428571428582,0.0,31.1,53
2022-03-04,dipirona,210.0,210.0,0.0,3341.6428571428582,0.0,35.2,64
2022-03-05,dipirona,226.0,226.0,0.0,3115.6428571428582,0.0,40.9,83
2022-03-06,dipirona,243.0,243.0,0.0,2872.6428571428582,0.0,46.2,81
2022-03-07,dipirona,268.0,268.0,0.0,2604.6428571428582,0.0,42.1,68
2022-03-08,dipirona,238.0,238.0,0.0,2366.6428571428582,0.0,32.1,55
2022-03-09,dipirona,245.0,245.0,0.0,2121.6428571428582,0.0,27.7,65
2022-03-10,dipirona,292.0,292.0,0.0,1829.6428571428582,0.0,42.2,75
2022-03-11,dipirona,250.0,250.0,0.0,1579.6428571428582,0.0,38.2,64
2022-03-12,dipirona,216.0,216.0,0.0,1363.6428571428582,0.0,39.3,70
2022-03-13,dipirona,274.0,274.0,0.0,1089.6428571428582,0.0,43.0,73
2022-03-14,dipirona,254.0,254.0,0.0,835.6428571428582,0.0,31.6,65
2022-03-15,dipirona,230.0,230.0,0.0,605.6428571428582,0.0,44.7,66
2022-03-16,dipirona,308.0,308.0,0.0,3880.500000000002,3582.857142857143,36.3,76
2022-03-17,dipirona,293.0,293.0,0.0,3587.500000000002,0.0,50.5,97
2022-03-18,dipirona,277.0,277.0,0.0,3310.500000000002,0.0,38.3,90
2022-03-19,dipirona,431.0,431.0,0.0,2879.500000000002,0.0,54.3,127
2022-03-20,dipirona,219.0,219.0,0.0,2660.500000000002,0.0,57.4,108
2022-03-21,dipirona,418.0,418.0,0.0,2242.500000000002,0.0,61.8,141
2022-03-22,dipirona,616.0,616.0,0.0,1626.5000000000018,0.0,73.2,161
2022-03-23,dipirona,303.0,303.0,0.0,1323.5000000000018,0.0,41.1,76
2022-03-24,dipirona,344.0,344.0,0.0,979.5000000000018,0.0,43.2,86
2022-03-25,dipirona,269.0,269.0,0.0,710.5000000000018,0.0,50.5,90
2022-03-26,dipirona,307.0,307.0,0.0,403.5000000000018,0.0,45.5,94
2022-03-27,dipirona,370.0,370.0,0.0,4260.285714285716,4226.785714285714,49.8,124
2022-03-28,dipirona,424.0,424.0,0.0,3836.2857142857156,0.0,46.0,102
2022-03-29,dipirona,282.0,282.0,0.0,3554.2857142857156,0.0,47.6,91
2022-03-30,dipirona,252.0,252.0,0.0,3302.2857142857156,0.0,47.0,91
2022-03-31,dipirona,334.0,334.0,0.0,2968.2857142857156,0.0,38.8,90
2022-04-01,dipirona,349.0,349.0,0.0,2619.2857142857156,0.0,46.3,102
2022-04-02,dipirona,301.0,301.0,0.0,2318.2857142857156,0.0,48.3,106
2022-04-03,dipirona,287.0,287.0,0.0,2031.2857142857156,0.0,49.2,106
2022-04-04,dipirona,294.0,294.0,0.0,1737.2857142857156,0.0,44.1,103
2022-04-05,dipirona,368.0,368.0,0.0,1369.2857142857156,0.0,38.0,77
2022-04-06,dipirona,295.0,295.0,0.0,6343.571428571429,5269.285714285714,40.0,84
2022-04-07,dipirona,425.0,425.0,0.0,5918.571428571429,0.0,56.2,113
2022-04-08,dipirona,340.0,340.0,0.0,5578.571428571429,0.0,55.3,110
2022-04-09,dipirona,463.0,463.0,0.0,5115.571428571429,0.0,69.6,162
2022-04-10,dipirona,607.0,607.0,0.0,4508.571428571429,0.0,72.2,172
2022-04-11,dipirona,434.0,434.0,0.0,4074.5714285714294,0.0,66.9,151
2022-04-12,dipirona,453.0,453.0,0.0,3621.5714285714294,0.0,66.6,161
2022-04-13,dipirona,526.0,526.0,0.0,3095.5714285714294,0.0,59.3,144
2022-04-14,dipirona,467.0,467.0,0.0,2628.5714285714294,0.0,60.5,145
2022-04-15,dipirona,480.0,480.0,0.0,2148.5714285714294,0.0,67.7,162
2022-04-16,dipirona,464.0,464.0,0.0,1684.5714285714294,0.0,60.7,148
2022-04-17,dipirona,627.0,627.0,0.0,1057.5714285714294,0.0,74.7,173
2022-04-18,dipirona,460.0,460.0,0.0,597.5714285714294,0.0,65.1,139
2022-04-19,dipirona,506.0,506.0,0.0,91.57142857142935,0.0,66.7,170
2022-04-20,dipirona,603.0,603.0,0.0,5355.714285714287,5867.142857142858,70.3,162
2022-04-21,dipirona,593.0,593.0,0.0,4762.714285714287,0.0,81.6,197
2022-04-22,dipirona,462.0,462.0,0.0,4300.714285714287,0.0,73.7,168
2022-04-23,dipirona,435.0,435.0,0.0,3865.714285714287,0.0,67.0,153
2022-04-24,dipirona,517.0,517.0,0.0,3348.714285714287,0.0,65.1,164
2022-04-25,dipirona,530.0,530.0,0.0,2818.714285714287,0.0,68.3,171
2022-04-26,dipirona,487.0,487.0,0.0,2331.714285714287,0.0,67.5,154
2022-04-27,dipirona,402.0,402.0,0.0,1929.7142857142871,0.0,55.1,107
2022-04-28,dipirona,296.0,296.0,0.0,1633.7142857142871,0.0,41.1,104
2022-04-29,dipirona,289.0,289.0,0.0,1344.7142857142871,0.0,55.9,117
2022-04-30,dipirona,338.0,338.0,0.0,8632.07142857143,7625.357142857142,59.6,118
2022-05-01,dipirona,519.0,519.0,0.0,8113.071428571429,0.0,65.1,149
2022-05-02,dipirona,346.0,346.0,0.0,7767.071428571429,0.0,60.5,128
2022-05-03,dipirona,340.0,340.0,0.0,7427.071428571429,0.0,56.9,132
2022-05-04,dipirona,321.0,321.0,0.0,7106.071428571429,0.0,56.1,123
2022-05-05,dipirona,379.0,379.0,0.0,6727.071428571429,0.0,51.5,127
2022-05-06,dipirona,361.0,361.0,0.0,6366.071428571429,0.0,49.3,129
2022-05-07,dipirona,492.0,492.0,0.0,5874.071428571429,0.0,74.7,164
2022-05-08,dipirona,359.0,359.0,0.0,5515.071428571429,0.0,49.8,115
2022-05-09,dipirona,340.0,340.0,0.0,5175.071428571429,0.0,41.5,85
2022-05-10,dipirona,250.0,250.0,0.0,4925.071428571429,0.0,35.6,79
2022-05-11,dipirona,287.0,287.0,0.0,4638.071428571429,0.0,37.6,85
2022-05-12,dipirona,354.0,354.0,0.0,4284.071428571429,0.0,41.9,83
2022-05-13,dipirona,269.0,269.0,0.0,4015.0714285714294,0.0,43.5,94
2022-05-14,dipirona,280.0,280.0,0.0,3735.0714285714294,0.0,50.4,101
2022-05-15,dipirona,371.0,371.0,0.0,3364.0714285714294,0.0,51.4,103
2022-05-16,dipirona,283.0,283.0,0.0,3081.0714285714294,0.0,46.7,91
2022-05-17,dipirona,336.0,336.0,0.0,2745.0714285714294,0.0,49.1,99
2022-05-18,dipirona,316.0,316.0,0.0,2429.0714285714294,0.0,56.2,104
2022-05-19,dipirona,297.0,297.0,0.0,2132.0714285714294,0.0,47.1,108
2022-05-20,dipirona,318.0,318.0,0.0,1814.0714285714294,0.0,57.4,126
2022-05-21,dipirona,308.0,308.0,0.0,1506.0714285714294,0.0,56.2,109
2022-05-22,dipirona,321.0,321.0,0.0,1185.0714285714294,0.0,51.5,94
2022-05-23,dipirona,270.0,270.0,0.0,5926.142857142858,5011.071428571428,39.3,90
2022-05-24,dipirona,339.0,339.0,0.0,5587.142857142858,0.0,51.5,112
2022-05-25,dipirona,368.0,368.0,0.0,5219.142857142858,0.0,53.3,98
2022-05-26,dipirona,298.0,298.0,0.0,4921.142857142858,0.0,51.6,103
2022-05-27,dipirona,300.0,300.0,0.0,4621.142857142858,0.0,45.1,88
2022-05-28,dipirona,275.0,275.0,0.0,4346.142857142858,0.0,48.7,103
2022-05-29,dipirona,335.0,335.0,0.0,4011.142857142858,0.0,59.6,136
2022-05-30,dipirona,301.0,301.0,0.0,3710.142857142858,0.0,56.0,118
2022-05-31,dipirona,276.0,276.0,0.0,3434.142857142858,0.0,45.4,94
2022-06-01,dipirona,343.0,343.0,0.0,3091.142857142858,0.0,47.7,98
2022-06-02,dipirona,350.0,350.0,0.0,2741.142857142858,0.0,48.5,99
2022-06-03,dipirona,318.0,318.0,0.0,2423.142857142858,0.0,46.5,102
2022-06-04,dipirona,339.0,339.0,0.0,2084.142857142858,0.0,61.9,132
2022-06-05,dipirona,378.0,378.0,0.0,1706.1428571428578,0.0,82.2,163
2022-06-06,dipirona,351.0,351.0,0.0,1355.1428571428578,0.0,47.4,117
2022-06-07,dipirona,399.0,399.0,0.0,956.1428571428578,0.0,58.6,125
2022-06-08,dipirona,260.0,260.0,0.0,5412.571428571429,4716.428571428572,44.8,98
2022-06-09,dipirona,426.0,426.0,0.0,4986.571428571429,0.0,51.2,101
2022-06-10,dipirona,279.0,279.0,0.0,4707.571428571429,0.0,42.8,83
2022-06-11,dipirona,287.0,287.0,0.0,4420.571428571429,0.0,56.8,115
2022-06-12,dipirona,302.0,302.0,0.0,4118.571428571429,0.0,63.4,129
2022-06-13,dipirona,381.0,381.0,0.0,3737.5714285714294,0.0,54.2,114
2022-06-14,dipirona,367.0,367.0,0.0,3370.5714285714294,0.0,55.9,108
2022-06-15,dipirona,370.0,370.0,0.0,3000.5714285714294,0.0,40.2,103
2022-06-16,dipirona,322.0,322.0,0.0,2678.5714285714294,0.0,54.9,100
2022-06-17,dipirona,272.0,272.0,0.0,2406.5714285714294,0.0,52.8,108
2022-06-18,dipirona,341.0,341.0,0.0,2065.5714285714294,0.0,58.1,115
2022-06-19,dipirona,266.0,266.0,0.0,1799.5714285714294,0.0,51.0,121
2022-06-20,dipirona,318.0,318.0,0.0,1481.5714285714294,0.0,48.7,110
2022-06-21,dipirona,357.0,357.0,0.0,1124.5714285714294,0.0,54.0,114
2022-06-22,dipirona,264.0,264.0,0.0,5980.928571428572,5120.357142857142,50.6,106
2022-06-23,dipirona,416.0,416.0,0.0,5564.928571428572,0.0,49.0,98
2022-06-24,dipirona,373.0,373.0,0.0,5191.928571428572,0.0,48.3,87
2022-06-25,dipirona,312.0,312.0,0.0,4879.928571428572,0.0,44.6,109
2022-06-26,dipirona,404.0,404.0,0.0,4475.928571428572,0.0,66.4,140
2022-06-27,dipirona,342.0,342.0,0.0,4133.928571428572,0.0,52.4,111
2022-06-28,dipirona,296.0,296.0,0.0,3837.9285714285716,0.0,48.1,101
2022-06-29,dipirona,327.0,327.0,0.0,3510.9285714285716,0.0,41.2,96
2022-06-30,dipirona,299.0,299.0,0.0,3211.9285714285716,0.0,55.8,115
2022-07-01,dipirona,291.0,291.0,0.0,2920.9285714285716,0.0,38.5,99
2022-07-02,dipirona,366.0,366.0,0.0,2554.9285714285716,0.0,58.1,120
2022-07-03,dipirona,384.0,384.0,0.0,2170.9285714285716,0.0,51.7,126
2022-07-04,dipirona,342.0,342.0,0.0,1828.9285714285716,0.0,62.7,140
2022-07-05,dipirona,308.0,308.0,0.0,1520.9285714285716,0.0,53.0,114
2022-07-06,dipirona,320.0,320.0,0.0,1200.9285714285716,0.0,56.7,110
2022-07-07,dipirona,317.0,317.0,0.0,5845.714285714285,4961.785714285714,46.1,95
2022-07-08,dipirona,252.0,252.0,0.0,5593.714285714285,0.0,43.0,92
2022-07-09,dipirona,317.0,317.0,0.0,5276.714285714285,0.0,60.5,140
2022-07-10,dipirona,416.0,416.0,0.0,4860.714285714285,0.0,66.9,138
2022-07-11,dipirona,388.0,388.0,0.0,4472.714285714285,0.0,56.3,116
2022-07-12,dipirona,330.0,330.0,0.0,4142.714285714285,0.0,44.5,93
2022-07-13,dipirona,295.0,295.0,0.0,3847.7142857142853,0.0,56.7,126
2022-07-14,dipirona,336.0,336.0,0.0,3511.7142857142853,0.0,40.2,94
2022-07-15,dipirona,333.0,333.0,0.0,3178.7142857142853,0.0,48.3,95
2022-07-16,dipirona,283.0,283.0,0.0,2895.7142857142853,0.0,50.6,126
2022-07-17,dipirona,300.0,300.0,0.0,2595.7142857142853,0.0,56.1,113
2022-07-18,dipirona,246.0,246.0,0.0,2349.7142857142853,0.0,47.6,96
2022-07-19,dipirona,274.0,274.0,0.0,2075.7142857142853,0.0,54.6,90
2022-07-20,dipirona,278.0,278.0,0.0,1797.7142857142853,0.0,43.1,97
2022-07-21,dipirona,343.0,343.0,0.0,1454.7142857142853,0.0,57.9,128
2022-07-22,dipirona,234.0,234.0,0.0,1220.7142857142853,0.0,52.6,91
2022-07-23,dipirona,288.0,288.0,0.0,5690.928571428572,4758.214285714286,56.8,110
2022-07-24,dipirona,349.0,349.0,0.0,5341.928571428572,0.0,42.6,91
2022-07-25,dipirona,302.0,302.0,0.0,5039.928571428572,0.0,58.5,126
2022-07-26,dipirona,320.0,320.0,0.0,4719.928571428572,0.0,49.6,103
2022-07-27,dipirona,259.0,259.0,0.0,4460.928571428572,0.0,46.5,91
2022-07-28,dipirona,273.0,273.0,0.0,4187.928571428572,0.0,46.4,102
2022-07-29,dipirona,253.0,253.0,0.0,3934.9285714285716,0.0,43.6,87
2022-07-30,dipirona,383.0,383.0,0.0,3551.9285714285716,0.0,47.0,114
2022-07-31,dipirona,297.0,297.0,0.0,3254.9285714285716,0.0,43.5,84
2022-08-01,dipirona,290.0,290.0,0.0,2964.9285714285716,0.0,47.2,91
2022-08-02,dipirona,302.0,302.0,0.0,2662.9285714285716,0.0,48.0,101
2022-08-03,dipirona,255.0,255.0,0.0,2407.9285714285716,0.0,43.8,105
2022-08-04,dipirona,322.0,322.0,0.0,2085.9285714285716,0.0,62.6,129
2022-08-05,dipirona,272.0,272.0,0.0,1813.9285714285716,0.0,65.4,144
2022-08-06,dipirona,304.0,304.0,0.0,1509.9285714285716,0.0,49.8,112
2022-08-07,dipirona,251.0,251.0,0.0,1258.9285714285716,0.0,45.0,93
2022-08-08,dipirona,363.0,363.0,0.0,895.9285714285716,0.0,39.4,91
2022-08-09,dipirona,253.0,253.0,0.0,642.9285714285716,0.0,38.5,83
2022-08-10,dipirona,371.0,371.0,0.0,271.92857142857156,0.0,54.8,124
2022-08-11,dipirona,203.0,203.0,0.0,4490.714285714285,4421.785714285714,51.7,95
2022-08-12,dipirona,307.0,307.0,0.0,4183.714285714285,0.0,46.3,101
2022-08-13,dipirona,358.0,358.0,0.0,3825.7142857142853,0.0,60.5,127
2022-08-14,dipirona,284.0,284.0,0.0,3541.7142857142853,0.0,54.4,123
2022-08-15,dipirona,368.0,368.0,0.0,3173.7142857142853,0.0,59.0,127
2022-08-16,dipirona,228.0,228.0,0.0,2945.7142857142853,0.0,47.6,99
2022-08-17,dipirona,272.0,272.0,0.0,2673.7142857142853,0.0,45.7,82
2022-08-18,dipirona,293.0,293.0,0.0,2380.7142857142853,0.0,41.5,86
2022-08-19,dipirona,289.0,289.0,0.0,2091.7142857142853,0.0,32.8,73
2022-08-20,dipirona,265.0,265.0,0.0,1826.7142857142853,0.0,43.4,101
2022-08-21,dipirona,253.0,253.0,0.0,1573.7142857142853,0.0,43.6,92
2022-08-22,dipirona,225.0,225.0,0.0,1348.7142857142853,0.0,42.8,98
2022-08-23,dipirona,240.0,240.0,0.0,1108.7142857142853,0.0,44.2,83
2022-08-24,dipirona,216.0,216.0,0.0,892.7142857142853,0.0,36.9,72
2022-08-25,dipirona,262.0,262.0,0.0,630.7142857142853,0.0,43.7,59
2022-08-26,dipirona,263.0,263.0,0.0,4807.714285714285,4440.0,29.7,66
